date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:58:21	34836/34836	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:22%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/add-teacher.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/add-teacher.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:21	83499/83499	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:23%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/teacher-payment.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/teacher-payment.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:22	82091/82091	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:23%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/all-parents.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/all-parents.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:22	31300/31300	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:23%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/parents-details.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/parents-details.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:22	33177/33177	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:23%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/add-parents.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/add-parents.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:23	79899/79899	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:24%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/all-book.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/all-book.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:23	31109/31109	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:24%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/add-book.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/add-book.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:23	84176/84176	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:24%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/all-fees.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/all-fees.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:23	79216/79216	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:24%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/all-expense.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/all-expense.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:24	31357/31357	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:25%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/add-expense.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/add-expense.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:24	95264/95264	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:25%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/all-class.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/all-class.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:24	33102/33102	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:25%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/add-class.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/add-class.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:24	54999/54999	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:26%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/all-subject.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/all-subject.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:25	53858/53858	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:26%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/class-routine.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/class-routine.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:25	91165/91165	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:26%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/student-attendence.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/student-attendence.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:25	82281/82281	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:26%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/exam-schedule.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/exam-schedule.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:25	72436/72436	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:27%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/exam-grade.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/exam-grade.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:26	72615/72615	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:27%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/transport.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/transport.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:26	86277/86277	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:27%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/hostel.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/hostel.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:26	38364/38364	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:27%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/notice-board.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/notice-board.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:27	33240/33240	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:28%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/messaging.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/messaging.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:27	36323/36323	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:28%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/notification-alart.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/notification-alart.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:27	40237/40237	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:28%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/button.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/button.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:27	31858/31858	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:28%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/grid.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/grid.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:28	71010/71010	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:29%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/modal.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/modal.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:28	38139/38139	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:29%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/progress-bar.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/progress-bar.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:28	50464/50464	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:29%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/ui-tab.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/ui-tab.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:28	54799/54799	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:29%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/ui-widget.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/ui-widget.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:29	28150/28150	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:30%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/map.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/map.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:29	48527/48527	---M-Z	200	added ('OK')	text/html	date:Tue,%2025%20Feb%202020%2016:58:30%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/account-settings.html	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/account-settings.html	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:29	86927/86927	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2001%20Oct%202019%2015:56:21%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/js/jquery-3.3.1.min.js	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/js/jquery-3.3.1.min.js	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:30	706/706	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2001%20Oct%202019%2015:56:27%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/js/plugins.js	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/js/plugins.js	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:30	21004/21004	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2001%20Oct%202019%2015:56:28%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/js/popper.min.js	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/js/popper.min.js	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:31	51039/51039	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2001%20Oct%202019%2015:56:16%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/js/bootstrap.min.js	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/js/bootstrap.min.js	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:31	1064/1064	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2001%20Oct%202019%2015:56:22%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/js/jquery.counterup.min.js	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/js/jquery.counterup.min.js	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:31	51746/51746	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2001%20Oct%202019%2015:56:27%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/js/moment.min.js	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/js/moment.min.js	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:32	9028/9028	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2001%20Oct%202019%2015:56:25%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/js/jquery.waypoints.min.js	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/js/jquery.waypoints.min.js	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:32	2035/2035	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2001%20Oct%202019%2015:56:24%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/js/jquery.scrollUp.min.js	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/js/jquery.scrollUp.min.js	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
17:58:32	216949/216949	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2001%20Oct%202019%2015:56:19%20GMT	https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/js/fullcalendar.min.js	C:/Users/Raslen/Documents/admin/www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/js/fullcalendar.min.js	(from https://www.radiustheme.com/demo/html/psdboss/akkhor/akkhor/index.html)
